page_number,position,result_type,title,link,result_id,publication_info_summary,snippet,cited_by_count,cited_by_link,cited_by_id,total_versions,all_versions_link,all_versions_id,file_format,file_title,file_link
1,1,,Mining questions about software energy consumption,https://dl.acm.org/doi/abs/10.1145/2597073.2597110,xfzX9BZO1UwJ,"G Pinto, F Castor, YD Liu - … 11th Working Conference on Mining Software …, 2014 - dl.acm.org",… research on energy consumption. Our summary of software energy consumption problems may help researchers focus on what matters the most to software developers and end users. …,227.0,"https://scholar.google.com/scholar?cites=5536417177425935557&as_sdt=80005&sciodt=0,11&hl=en&num=20",5536417177425935557,7.0,"https://scholar.google.com/scholar?cluster=5536417177425935557&hl=en&num=20&as_sdt=0,11&as_vis=1",5536417177425935557,PDF,scinapse.io,https://asset-pdf.scinapse.io/prod/2025892295/2025892295.pdf
1,2,,What do programmers know about software energy consumption?,https://ieeexplore.ieee.org/abstract/document/7155416/,Qmbvh32J1IkJ,"C Pang, A Hindle, B Adams, AE Hassan - IEEE Software, 2015 - ieeexplore.ieee.org","… of software energy consumption. We find that programmers have limited knowledge … energy efficiency, lack knowledge about the best practices to reduce energy consumption of software…",167.0,"https://scholar.google.com/scholar?cites=9931714250503317058&as_sdt=80005&sciodt=0,11&hl=en&num=20",9931714250503317058,10.0,"https://scholar.google.com/scholar?cluster=9931714250503317058&hl=en&num=20&as_sdt=0,11&as_vis=1",9931714250503317058,PDF,imtbs-tsp.eu,http://www-public.imtbs-tsp.eu/~taconet/LibreService/Cassiopee/2016-What-do-programmers-know-about-energy.pdf
1,3,Pdf,The power of system call traces: predicting the software energy consumption impact of changes.,http://softwareprocess.es/2015/Cascon2014.pdf,CWyYSbgzQscJ,"K Aggarwal, C Zhang, JC Campbell, A Hindle… - …, 2014 - softwareprocess.es","… infrastructure, unlike energy consumption, it is much easier for the developers to track changes to system calls. Thus we relate software change to energy consumption by tracing the …",72.0,"https://scholar.google.com/scholar?cites=14358095428612287497&as_sdt=80005&sciodt=0,11&hl=en&num=20",14358095428612287497,3.0,"https://scholar.google.com/scholar?cluster=14358095428612287497&hl=en&num=20&as_sdt=0,11&as_vis=1",14358095428612287497,PDF,softwareprocess.es,http://softwareprocess.es/2015/Cascon2014.pdf
1,4,,Greenminer: A hardware based mining software repositories software energy consumption framework,https://dl.acm.org/doi/abs/10.1145/2597073.2597097,rKkrZobyzTIJ,"A Hindle, A Wilson, K Rasmussen, EJ Barlow… - … on mining software …, 2014 - dl.acm.org",… software energy consumption and relies on software performance data. Unfortunately there is a severe lack of publicly available software power … revision while measuring power use. …,179.0,"https://scholar.google.com/scholar?cites=3660848731175758252&as_sdt=80005&sciodt=0,11&hl=en&num=20",3660848731175758252,3.0,"https://scholar.google.com/scholar?cluster=3660848731175758252&hl=en&num=20&as_sdt=0,11&as_vis=1",3660848731175758252,PDF,softwareprocess.es,https://softwareprocess.es/pubs/hindle2014MSR-greenminer.pdf
1,5,,Greenoracle: Estimating software energy consumption with energy measurement corpora,https://dl.acm.org/doi/abs/10.1145/2901739.2901763,8z86yAXq-gAJ,"SA Chowdhury, A Hindle - … international conference on mining software …, 2016 - dl.acm.org",… of applications in order to model the energy consumption of later versions of the … to software energy consumption and present a model that can estimate software energy consumption …,59.0,"https://scholar.google.com/scholar?cites=70626054732660723&as_sdt=80005&sciodt=0,11&hl=en&num=20",70626054732660723,6.0,"https://scholar.google.com/scholar?cluster=70626054732660723&hl=en&num=20&as_sdt=0,11&as_vis=1",70626054732660723,PDF,softwareprocess.es,http://softwareprocess.es/pubs/chowdhury2016MSR-Greenoracle.pdf
1,6,,Profiling software for energy consumption,https://ieeexplore.ieee.org/abstract/document/6468359/,EPyk2y3NUDgJ,"S Schubert, D Kostic, W Zwaenepoel… - … Conference on Green …, 2012 - ieeexplore.ieee.org","… the eprof software energy profiler, a tool which relates the consumed dynamic energy back to the software that caused this consumption. Using eprof, software developers can make …",69.0,"https://scholar.google.com/scholar?cites=4057968861103062032&as_sdt=80005&sciodt=0,11&hl=en&num=20",4057968861103062032,15.0,"https://scholar.google.com/scholar?cluster=4057968861103062032&hl=en&num=20&as_sdt=0,11&as_vis=1",4057968861103062032,PDF,diva-portal.org,https://www.diva-portal.org/smash/get/diva2:727717/FULLTEXT01.pdf
1,7,,Sleepserver: A software-only approach for reducing the energy consumption of pcs within enterprise environments,https://dl.acm.org/doi/abs/10.5555/1855840.1855862,WRArbPWBR9YJ,"Y Agarwal, S Savage, R Gupta - … of the 2010 USENIX conference on …, 2010 - dl.acm.org",… can be supported purely by additional software running on the systems under management. … measurements of energy consumption. Our measurements show significant energy savings …,180.0,"https://scholar.google.com/scholar?cites=15440452738544767065&as_sdt=80005&sciodt=0,11&hl=en&num=20",15440452738544767065,,{},{},,,
1,8,,Power consumption of GPUs from a software perspective,https://link.springer.com/chapter/10.1007/978-3-642-01970-8_92,5fBaFlqLRUEJ,"S Collange, D Defour, A Tisserand - … Baton Rouge, LA, USA, May 25-27 …, 2009 - Springer","… power consumption is located within a GPU board by analyzing the relations between the measured power consumption, … or estimate the power consumption of a processor. There exist …",170.0,"https://scholar.google.com/scholar?cites=4703318604896727269&as_sdt=80005&sciodt=0,11&hl=en&num=20",4703318604896727269,14.0,"https://scholar.google.com/scholar?cluster=4703318604896727269&hl=en&num=20&as_sdt=0,11&as_vis=1",4703318604896727269,PDF,hal.science,https://hal.science/hal-00348672/document
1,9,,Green tracker: a tool for estimating the energy consumption of software,https://dl.acm.org/doi/abs/10.1145/1753846.1753981,snZTOiDUXCcJ,"N Amsel, B Tomlinson - CHI'10 Extended Abstracts on Human Factors in …, 2010 - dl.acm.org",… energy consumption of software in order to help concerned users make informed decisions about the software … make the energy consumption of software a more central concern among …,96.0,"https://scholar.google.com/scholar?cites=2836375100219160242&as_sdt=80005&sciodt=0,11&hl=en&num=20",2836375100219160242,,{},{},,,
1,10,,Analysis of automated software for monitoring energy consumption and efficiency of industrial enterprises,https://www.e3s-conferences.org/articles/e3sconf/abs/2020/76/e3sconf_rses2020_01178/e3sconf_rses2020_01178.html,yHqmrEJaBg8J,"IU Rakhmonov, NN Kurbonov - E3S Web of Conferences, 2020 - e3s-conferences.org",… There are a number of programs that perform analyzes on energy … of energy resource management programs. We analyzed which operating system the energy management software …,42.0,"https://scholar.google.com/scholar?cites=1082652002840115912&as_sdt=80005&sciodt=0,11&hl=en&num=20",1082652002840115912,5.0,"https://scholar.google.com/scholar?cluster=1082652002840115912&hl=en&num=20&as_sdt=0,11&as_vis=1",1082652002840115912,PDF,e3s-conferences.org,https://www.e3s-conferences.org/articles/e3sconf/pdf/2020/76/e3sconf_rses2020_01178.pdf
1,11,,Energino: A hardware and software solution for energy consumption monitoring,https://ieeexplore.ieee.org/abstract/document/6260473/,crqRtQgxnukJ,"K Gomez, R Riggio, T Rasheed… - … on Modeling and …, 2012 - ieeexplore.ieee.org","… energy consumption behavior. A preliminary work on the latter, ie a methodology to characterize energy consumption … hardware and software solution for real–time energy consumption …",62.0,"https://scholar.google.com/scholar?cites=16833946370633218674&as_sdt=80005&sciodt=0,11&hl=en&num=20",16833946370633218674,14.0,"https://scholar.google.com/scholar?cluster=16833946370633218674&hl=en&num=20&as_sdt=0,11&as_vis=1",16833946370633218674,PDF,inria.fr,https://hal.inria.fr/hal-00767059/document
1,12,,Deep green: Modelling time-series of software energy consumption,https://ieeexplore.ieee.org/abstract/document/8094428/,Nnd3pwIvo-wJ,"S Romansky, NC Borle, S Chowdhury… - … on Software …, 2017 - ieeexplore.ieee.org","… research, build, or employ energy debugging tools. We present a new method for predicting software energy consumption to help debug software energy issues. Our approach enables …",29.0,"https://scholar.google.com/scholar?cites=17051524302600894262&as_sdt=80005&sciodt=0,11&hl=en&num=20",17051524302600894262,6.0,"https://scholar.google.com/scholar?cluster=17051524302600894262&hl=en&num=20&as_sdt=0,11&as_vis=1",17051524302600894262,PDF,softwareprocess.es,http://softwareprocess.es/pubs/romansky2017ICSME-timeseries.pdf
1,13,,Analysis of energy consumption of software development process entities,https://www.mdpi.com/855332,cTCKBB1V1coJ,"P Ciancarini, S Ergasheva, Z Kholmatova, A Kruglov… - Electronics, 2020 - mdpi.com","… in the IT-sphere, many companies started to search and uncover ways for minimizing energy loss. We study the software development process in terms of energy consumption. This …",16.0,"https://scholar.google.com/scholar?cites=14615681748819390577&as_sdt=80005&sciodt=0,11&hl=en&num=20",14615681748819390577,8.0,"https://scholar.google.com/scholar?cluster=14615681748819390577&hl=en&num=20&as_sdt=0,11&as_vis=1",14615681748819390577,PDF,mdpi.com,https://www.mdpi.com/2079-9292/9/10/1678/pdf
1,14,,GreenAdvisor: A tool for analyzing the impact of software evolution on energy consumption,https://ieeexplore.ieee.org/abstract/document/7332477/,x7bvgo-hYrUJ,"K Aggarwal, A Hindle, E Stroulia - … conference on software …, 2015 - ieeexplore.ieee.org","… of the software like CPU, disk, network, peripherals, screen. This has led many researchers to building component profilers to predict the energy consumption of their software [8], [4], [12]…",48.0,"https://scholar.google.com/scholar?cites=13070186706331743943&as_sdt=80005&sciodt=0,11&hl=en&num=20",13070186706331743943,6.0,"https://scholar.google.com/scholar?cluster=13070186706331743943&hl=en&num=20&as_sdt=0,11&as_vis=1",13070186706331743943,PDF,softwareprocess.es,https://softwareprocess.es/pubs/aggarwal2015ICSME-greenadvisor.pdf
1,15,,A methodology for relating software structure with energy consumption,https://ieeexplore.ieee.org/abstract/document/8090144/,Lcmyum0zu48J,"AA Bangash, H Sahar, MO Beg - 2017 IEEE 17th International …, 2017 - ieeexplore.ieee.org",… a methodology to relate software energy consumption with software structural metrics … that software structural metrics can be reliably related to energy consumption behavior of programs …,20.0,"https://scholar.google.com/scholar?cites=10356928314445318445&as_sdt=80005&sciodt=0,11&hl=en&num=20",10356928314445318445,6.0,"https://scholar.google.com/scholar?cluster=10356928314445318445&hl=en&num=20&as_sdt=0,11&as_vis=1",10356928314445318445,PDF,abdulali.ca,https://abdulali.ca/papers/Scam17.pdf
1,16,,On reducing the energy consumption of software: From hurdles to requirements,https://dl.acm.org/doi/abs/10.1145/3382494.3410678,asDhh0AGphoJ,"Z Ournani, R Rouvoy, P Rust, J Penhoat - … on Empirical Software …, 2020 - dl.acm.org","… [22] reported that energy requirements are often more … about the energy usage of their code, and that energy concerns are … investigation on software energy consumption considerations …",16.0,"https://scholar.google.com/scholar?cites=1920229165347487850&as_sdt=80005&sciodt=0,11&hl=en&num=20",1920229165347487850,5.0,"https://scholar.google.com/scholar?cluster=1920229165347487850&hl=en&num=20&as_sdt=0,11&as_vis=1",1920229165347487850,PDF,inria.fr,https://hal.inria.fr/hal-02892900/file/ESEM.pdf
1,17,,The impact of MIS software on IT energy consumption,https://aisel.aisnet.org/ecis2010/95/,1AsSXQ_Pau4J,"E Capra, G Formenti, C Francalanci, S Gallazzi - 2010 - aisel.aisnet.org","… the energy consumption of different software applications that … code-based metrics to predict the energy efficiency of an … up complex energy consumption measurement experiments, …",46.0,"https://scholar.google.com/scholar?cites=17179771393451101140&as_sdt=80005&sciodt=0,11&hl=en&num=20",17179771393451101140,4.0,"https://scholar.google.com/scholar?cluster=17179771393451101140&hl=en&num=20&as_sdt=0,11&as_vis=1",17179771393451101140,PDF,core.ac.uk,https://core.ac.uk/download/pdf/301350930.pdf
1,18,Pdf,What do programmers know about the energy consumption of software?,https://peerj.com/preprints/886.pdf,jCLXrLBnE34J,"C Pang, A Hindle, B Adams, AE Hassan - PeerJ PrePrints, 2015 - peerj.com","… software energy consumption. Yet, the popularity of mobile devices and cloud computing require increased awareness about software energy consumption. … reduce energy consumption …",38.0,"https://scholar.google.com/scholar?cites=9084718881848107660&as_sdt=80005&sciodt=0,11&hl=en&num=20",9084718881848107660,11.0,"https://scholar.google.com/scholar?cluster=9084718881848107660&hl=en&num=20&as_sdt=0,11&as_vis=1",9084718881848107660,PDF,peerj.com,https://peerj.com/preprints/886.pdf
