page_number,position,result_type,title,link,result_id,publication_info_summary,snippet,cited_by_count,cited_by_link,cited_by_id,total_versions,all_versions_link,all_versions_id,file_format,file_title,file_link
1,1,Pdf,Energy consumption in cloud computing data centers,https://www.researchgate.net/profile/Uchechukwu-Awada/publication/263580831_Energy_Consumption_in_Cloud_Computing_Data_Centers/links/00b7d53b561293aa31000000/Energy-Consumption-in-Cloud-Computing-Data-Centers.pdf,kjWwAIatgi8J,"A Uchechukwu, K Li, Y Shen - … Journal of Cloud Computing and …, 2014 - researchgate.net","… through our energy consumption models, it is possible to save 20% of energy consumption in … integrated into cloud computing systems to monitor energy consumption and support static …",118.0,"https://scholar.google.com/scholar?cites=3423489457803769234&as_sdt=5,33&sciodt=0,33&hl=en&num=20",3423489457803769234,3.0,"https://scholar.google.com/scholar?cluster=3423489457803769234&hl=en&num=20&as_sdt=0,33&as_vis=1",3423489457803769234,PDF,researchgate.net,https://www.researchgate.net/profile/Uchechukwu-Awada/publication/263580831_Energy_Consumption_in_Cloud_Computing_Data_Centers/links/00b7d53b561293aa31000000/Energy-Consumption-in-Cloud-Computing-Data-Centers.pdf
1,2,,A multi-path routing protocol based on link lifetime and energy consumption prediction for mobile edge computing,https://ieeexplore.ieee.org/abstract/document/9057666/,d8PNoi4SX5kJ,"DG Zhang, L Chen, J Zhang, J Chen, T Zhang… - IEEE …, 2020 - ieeexplore.ieee.org",… for mobile edge computing; Section III … energy consumption for mobile edge computing; Section IV discusses the results of the experiment and comparison for mobile edge computing; …,108.0,"https://scholar.google.com/scholar?cites=11051572002099676023&as_sdt=5,33&sciodt=0,33&hl=en&num=20",11051572002099676023,2.0,"https://scholar.google.com/scholar?cluster=11051572002099676023&hl=en&num=20&as_sdt=0,33&as_vis=1",11051572002099676023,PDF,ieee.org,https://ieeexplore.ieee.org/iel7/6287639/8948470/09057666.pdf
1,3,,Intelligent energy prediction techniques for fog computing networks,https://www.sciencedirect.com/science/article/pii/S1568494621006037,JL1EKBLiPMkJ,"U Farooq, MW Shabir, MA Javed, M Imran - Applied Soft Computing, 2021 - Elsevier","… In this section, we provide an overview of energy prediction techniques in fog computing … energy prediction techniques (see Table 1) and energy-aware task offloading in fog computing …",19.0,"https://scholar.google.com/scholar?cites=14500713467839036708&as_sdt=5,33&sciodt=0,33&hl=en&num=20",14500713467839036708,2.0,"https://scholar.google.com/scholar?cluster=14500713467839036708&hl=en&num=20&as_sdt=0,33&as_vis=1",14500713467839036708,,,
1,4,,Managing power consumption and performance of computing systems using reinforcement learning,https://proceedings.neurips.cc/paper/2007/hash/c8fbbc86abe8bd6a5eb6a3b4d0411301-Abstract.html,s54DUvu-nOMJ,"G Tesauro, R Das, H Chan, J Kephart… - Advances in neural …, 2007 - proceedings.neurips.cc","… We measured power consumption on a blade server at extremely low (nc = 1) and high (nc = 50) loads, finding that in all cases the power consumption ranged between 75 and 120 …",161.0,"https://scholar.google.com/scholar?cites=16401193929598541491&as_sdt=5,33&sciodt=0,33&hl=en&num=20",16401193929598541491,12.0,"https://scholar.google.com/scholar?cluster=16401193929598541491&hl=en&num=20&as_sdt=0,33&as_vis=1",16401193929598541491,PDF,neurips.cc,https://proceedings.neurips.cc/paper/2007/file/c8fbbc86abe8bd6a5eb6a3b4d0411301-Paper.pdf
1,5,,An energy consumption model and analysis tool for cloud computing environments,https://ieeexplore.ieee.org/abstract/document/6224255/,wrwEjTQ9CPkJ,"FF Chen, JG Schneider, Y Yang… - 2012 First International …, 2012 - ieeexplore.ieee.org",… We present a new energy consumption model and associated analysis tool for Cloud computing environments. We measure energy consumption in Cloud environments based on …,73.0,"https://scholar.google.com/scholar?cites=17944660011171232962&as_sdt=5,33&sciodt=0,33&hl=en&num=20",17944660011171232962,12.0,"https://scholar.google.com/scholar?cluster=17944660011171232962&hl=en&num=20&as_sdt=0,33&as_vis=1",17944660011171232962,PDF,swinburne.edu.au,https://researchbank.swinburne.edu.au/items/fbc4988c-ab04-4e7b-b9f6-dc3bba0d2a22/1/PDF%20%28Accepted%20manuscript%29.pdf
1,6,,Error control and energy consumption in communications for nomadic computing,https://ieeexplore.ieee.org/abstract/document/580424/,fDpN5PDJpS8J,"M Zorzi, RR Rao - IEEE transactions on computers, 1997 - ieeexplore.ieee.org",… energy consumption. By quantitatively studying the trade-off between throughput and energy consumption… are suboptimal in the absence of energy constraints may be superior when …,251.0,"https://scholar.google.com/scholar?cites=3433372327399471740&as_sdt=5,33&sciodt=0,33&hl=en&num=20",3433372327399471740,9.0,"https://scholar.google.com/scholar?cluster=3433372327399471740&hl=en&num=20&as_sdt=0,33&as_vis=1",3433372327399471740,PDF,psu.edu,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=8550840b8edfdad7adcbc39ac4e4c057abd71f74
1,7,Pdf,Statistical power consumption analysis and modeling for GPU-based computing,https://www.yecl.org/publications/ma09hotpower.pdf,k6Omc3Cvj2oJ,"X Ma, M Dong, L Zhong, Z Deng - … Workshop on Power Aware Computing …, 2009 - yecl.org","… power consumption data for the chosen graphics card (we define its power as GPU power consumption in this … model for GPU power consumption estimation, based on the above power …",155.0,"https://scholar.google.com/scholar?cites=7678548787201483667&as_sdt=5,33&sciodt=0,33&hl=en&num=20",7678548787201483667,13.0,"https://scholar.google.com/scholar?cluster=7678548787201483667&hl=en&num=20&as_sdt=0,33&as_vis=1",7678548787201483667,PDF,yecl.org,https://www.yecl.org/publications/ma09hotpower.pdf
1,8,,On the complexity of computing minimum energy consumption broadcast subgraphs,https://link.springer.com/chapter/10.1007/3-540-44693-1_11,3HKBexBYF4YJ,"AEF Clementi, P Crescenzi, P Penna, G Rossi… - STACS 2001: 18th …, 2001 - Springer","… We consider the problem of computing an optimal range … , called Minimum Energy Consumption Broadcast Subgraph (in … dimension and on the distance-power gradient. The main …",307.0,"https://scholar.google.com/scholar?cites=9662288353361490652&as_sdt=5,33&sciodt=0,33&hl=en&num=20",9662288353361490652,22.0,"https://scholar.google.com/scholar?cluster=9662288353361490652&hl=en&num=20&as_sdt=0,33&as_vis=1",9662288353361490652,PDF,academia.edu,https://www.academia.edu/download/49254016/On_the_Complexity_of_Computing_Minimum_E20160930-20073-9tryhz.pdf
1,9,,Optimal workload allocation in fog-cloud computing toward balanced delay and power consumption,https://ieeexplore.ieee.org/abstract/document/7467406/,whI3y3V0gUwJ,"R Deng, R Lu, C Lai, TH Luan… - IEEE internet of things …, 2016 - ieeexplore.ieee.org",… tradeoff between power consumption and transmission delay in the fogcloud computing system … the tradeoff between power consumption and delay in the fog-cloud computing system. …,809.0,"https://scholar.google.com/scholar?cites=5512815468147577538&as_sdt=5,33&sciodt=0,33&hl=en&num=20",5512815468147577538,2.0,"https://scholar.google.com/scholar?cluster=5512815468147577538&hl=en&num=20&as_sdt=0,33&as_vis=1",5512815468147577538,PDF,researchgate.net,https://www.researchgate.net/profile/Ruilong-Deng/publication/302919660_Optimal_Workload_Allocation_in_Fog-Cloud_Computing_Towards_Balanced_Delay_and_Power_Consumption/links/59d67950a6fdcc52aca7ccac/Optimal-Workload-Allocation-in-Fog-Cloud-Computing-Towards-Balanced-Delay-and-Power-Consumption.pdf
1,10,,Trading off prediction accuracy and power consumption for context-aware wearable computing,https://ieeexplore.ieee.org/abstract/document/1550781/,wYWR2nV8QXAJ,"A Krause, M Ihmig, E Rankin, D Leong… - … Computers (ISWC'05 …, 2005 - ieeexplore.ieee.org","… In this paper, we analyze the trade-off between power consumption and prediction accuracy for the … computing platform by a factor of four without a significant loss in prediction accuracy. …",193.0,"https://scholar.google.com/scholar?cites=8088883251354109377&as_sdt=5,33&sciodt=0,33&hl=en&num=20",8088883251354109377,16.0,"https://scholar.google.com/scholar?cluster=8088883251354109377&hl=en&num=20&as_sdt=0,33&as_vis=1",8088883251354109377,PDF,academia.edu,https://www.academia.edu/download/50543945/Trading_off_Prediction_Accuracy_and_Powe20161125-19313-1j83tbt.pdf
