page_number,position,result_type,title,link,result_id,publication_info_summary,snippet,cited_by_count,cited_by_link,cited_by_id,total_versions,all_versions_link,all_versions_id,file_format,file_title,file_link
1,1,Html,Estimation of energy consumption in machine learning,https://www.sciencedirect.com/science/article/pii/S0743731518308773,dlyzfK7ViPAJ,"E García-Martín, CF Rodrigues, G Riley… - Journal of Parallel and …, 2019 - Elsevier",… to evaluate energy consumption. To … energy consumption in general and machine learning applications in particular. Our goal is to provide useful guidelines to the machine learning …,326.0,"https://scholar.google.com/scholar?cites=17332338111328509046&as_sdt=2005&sciodt=0,5&hl=en&num=20",17332338111328509046,5.0,"https://scholar.google.com/scholar?cluster=17332338111328509046&hl=en&num=20&as_sdt=0,5&as_vis=1",17332338111328509046,HTML,sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S0743731518308773
1,2,,Energy consumption prediction using machine learning; a review,https://www.preprints.org/manuscript/201903.0131,bGrc73c4ozAJ,"A Mosavi, A Bahmani - 2019 - preprints.org",… in the advancement of the prediction models used for energy consumption. Such models … of the art of machine learning models used in the general application of energy consumption. …,68.0,"https://scholar.google.com/scholar?cites=3504707022800841324&as_sdt=2005&sciodt=0,5&hl=en&num=20",3504707022800841324,9.0,"https://scholar.google.com/scholar?cluster=3504707022800841324&hl=en&num=20&as_sdt=0,5&as_vis=1",3504707022800841324,PDF,preprints.org,https://www.preprints.org/manuscript/201903.0131/download/final_file
1,3,Html,Influencing factors evaluation of machine learning-based energy consumption prediction,https://www.mdpi.com/1996-1073/14/21/7167,ycWCQFSrLf0J,"PW Khan, Y Kim, YC Byun, SJ Lee - Energies, 2021 - mdpi.com",… [10] analyze the factors influencing energy consumption in the context of sustainable … machine learning-based energy consumption prediction by utilizing the actual energy consumption …,18.0,"https://scholar.google.com/scholar?cites=18243426043895662025&as_sdt=2005&sciodt=0,5&hl=en&num=20",18243426043895662025,7.0,"https://scholar.google.com/scholar?cluster=18243426043895662025&hl=en&num=20&as_sdt=0,5&as_vis=1",18243426043895662025,HTML,mdpi.com,https://www.mdpi.com/1996-1073/14/21/7167
1,4,,Machine learning-based approach to predict energy consumption of renewable and nonrenewable power sources,https://www.mdpi.com/830180,IrIRxuLxBTEJ,"PW Khan, YC Byun, SJ Lee, DH Kang, JY Kang… - Energies, 2020 - mdpi.com",… be an excellent tool for solving various energy applications problems. We have … machine learning to predict the integrated energy consumption of renewable and nonrenewable power …,52.0,"https://scholar.google.com/scholar?cites=3532495439029973538&as_sdt=2005&sciodt=0,5&hl=en&num=20",3532495439029973538,7.0,"https://scholar.google.com/scholar?cluster=3532495439029973538&hl=en&num=20&as_sdt=0,5&as_vis=1",3532495439029973538,PDF,mdpi.com,https://www.mdpi.com/1996-1073/13/18/4870/pdf
1,5,,A machine-learning approach to predict main energy consumption under realistic operational conditions,https://www.tandfonline.com/doi/abs/10.1179/str.2012.59.1.007,XZCa3WcIHi8J,"JP Petersen, O Winther, DJ Jacobsen - Ship Technology Research, 2012 - Taylor & Francis",… machine-learning methods for the prediction of main propulsion efficiency. Neural networks are applied in both real-time and predictive settings. Performance results for the real-time …,74.0,"https://scholar.google.com/scholar?cites=3395160411276480605&as_sdt=2005&sciodt=0,5&hl=en&num=20",3395160411276480605,2.0,"https://scholar.google.com/scholar?cluster=3395160411276480605&hl=en&num=20&as_sdt=0,5&as_vis=1",3395160411276480605,,,
1,6,,Feature selection in machine learning prediction systems for renewable energy applications,https://www.sciencedirect.com/science/article/pii/S1364032118302168,0-k_uR1ffHoJ,"S Salcedo-Sanz, L Cornejo-Bueno, L Prieto… - … and Sustainable Energy …, 2018 - Elsevier",… an important part of prediction systems for renewable energy sources: the … prediction capability of a given system. This problem is well-known in computer science and machine learning …,121.0,"https://scholar.google.com/scholar?cites=8826033951005993427&as_sdt=2005&sciodt=0,5&hl=en&num=20",8826033951005993427,5.0,"https://scholar.google.com/scholar?cluster=8826033951005993427&hl=en&num=20&as_sdt=0,5&as_vis=1",8826033951005993427,PDF,stream-ucm.es,http://stream-ucm.es/PDF%20PUBLICACIONES/Salcedo/Salcedo_RSER_2018.pdf
1,7,,Sampling strategy analysis of machine learning models for energy consumption prediction,https://ieeexplore.ieee.org/abstract/document/9534987/,o1acK00ZnF8J,"Z Wu, W Chu - … 9th International Conference on Smart Energy …, 2021 - ieeexplore.ieee.org","… machine learning models on energy consumption prediction … machine learning models to predict the energy consumption of … , based on the data recording of an energysaving house [6]. …",18.0,"https://scholar.google.com/scholar?cites=6889409349204858531&as_sdt=2005&sciodt=0,5&hl=en&num=20",6889409349204858531,,{},{},,,
1,8,Html,Energy prediction for CNC machining with machine learning,https://www.sciencedirect.com/science/article/pii/S1755581721001310,URAMLtKAAvoJ,"M Brillinger, M Wuwer, MA Hadi, F Haas - CIRP Journal of Manufacturing …, 2021 - Elsevier","… machine learning algorithms, especially variations of the decision tree (’DecisionTree’, ’RandomForest’, boosted ’RandomForest’) are investigated for their ability to predict the energy …",29.0,"https://scholar.google.com/scholar?cites=18015103099639435345&as_sdt=2005&sciodt=0,5&hl=en&num=20",18015103099639435345,4.0,"https://scholar.google.com/scholar?cluster=18015103099639435345&hl=en&num=20&as_sdt=0,5&as_vis=1",18015103099639435345,HTML,sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S1755581721001310
1,9,,Physics-based machine learning method and the application to energy consumption prediction in tunneling construction,https://www.sciencedirect.com/science/article/pii/S1474034622001069,m2DSQqu2XdkJ,"S Zhou, S Liu, Y Kang, J Cai, H Xie, Q Zhang - Advanced Engineering …, 2022 - Elsevier",… Representing causality in machine learning to predict control … based machine learning method providing a prediction model … The proposed machine learning method's objective function …,6.0,"https://scholar.google.com/scholar?cites=15662875925741199515&as_sdt=2005&sciodt=0,5&hl=en&num=20",15662875925741199515,2.0,"https://scholar.google.com/scholar?cluster=15662875925741199515&hl=en&num=20&as_sdt=0,5&as_vis=1",15662875925741199515,,,
1,10,,Machine learning based photovoltaics (PV) power prediction using different environmental parameters of Qatar,https://www.mdpi.com/499948,kVVOGHgwLVQJ,"A Khandakar, M EH Chowdhury, M Khoda Kazi… - Energies, 2019 - mdpi.com","… also used to predict daily PV output power, which is a very popular machine learning tool for … The ANN tries to replicate the machine learning in the similar nature of the human brain with …",79.0,"https://scholar.google.com/scholar?cites=6065557565499921809&as_sdt=2005&sciodt=0,5&hl=en&num=20",6065557565499921809,10.0,"https://scholar.google.com/scholar?cluster=6065557565499921809&hl=en&num=20&as_sdt=0,5&as_vis=1",6065557565499921809,PDF,mdpi.com,https://www.mdpi.com/1996-1073/12/14/2782/pdf
1,11,,Genetic algorithm based optimized feature engineering and hybrid machine learning for effective energy consumption prediction,https://ieeexplore.ieee.org/abstract/document/9240924/,yQYNdWA8ayIJ,"PW Khan, YC Byun - IEEE Access, 2020 - ieeexplore.ieee.org","… We use the latest machine learning algorithms to suggest energy forecasting systems. We … energy use and weather data on the island of Jeju, South Korea. A hybrid machine learning …",29.0,"https://scholar.google.com/scholar?cites=2480142404775904969&as_sdt=2005&sciodt=0,5&hl=en&num=20",2480142404775904969,2.0,"https://scholar.google.com/scholar?cluster=2480142404775904969&hl=en&num=20&as_sdt=0,5&as_vis=1",2480142404775904969,PDF,ieee.org,https://ieeexplore.ieee.org/iel7/6287639/8948470/09240924.pdf
1,12,,Forecasting power consumption for higher educational institutions based on machine learning,https://link.springer.com/article/10.1007/s11227-017-2022-x,OhNVyo5WvtsJ,"J Moon, J Park, E Hwang, S Jun - The Journal of Supercomputing, 2018 - Springer","… 2, we introduce several works on machine learning based predictive model. In Sect. 3, we examine the prediction model and theoretical background of the machine learning algorithms …",68.0,"https://scholar.google.com/scholar?cites=15834188511161160506&as_sdt=2005&sciodt=0,5&hl=en&num=20",15834188511161160506,4.0,"https://scholar.google.com/scholar?cluster=15834188511161160506&hl=en&num=20&as_sdt=0,5&as_vis=1",15834188511161160506,,,
1,13,,Machine learning prediction models for battery-electric bus energy consumption in transit,https://www.sciencedirect.com/science/article/pii/S1361920921001693,Us65jl2wWysJ,"H Abdelaty, A Al-Obaidi, M Mohamed… - … Research Part D …, 2021 - Elsevier",… -driven modelling techniques that cover both machine learning and statistical models. The … a validated Simulink energy simulation model. The models are then used to predict E C using …,36.0,"https://scholar.google.com/scholar?cites=3124284682384559698&as_sdt=2005&sciodt=0,5&hl=en&num=20",3124284682384559698,3.0,"https://scholar.google.com/scholar?cluster=3124284682384559698&hl=en&num=20&as_sdt=0,5&as_vis=1",3124284682384559698,,,
1,14,,Prediction of energy consumption and evaluation of affecting factors in a full-scale WWTP using a machine learning approach,https://www.sciencedirect.com/science/article/pii/S0957582021004663,nuXkOUzlfB4J,"F Bagherzadeh, AS Nouri, MJ Mehrani… - Process Safety and …, 2021 - Elsevier",… -driven approaches using machine learning is preferable. Some studies have been recently published on WWTPs energy consumption modeling and prediction with different statistical …,21.0,"https://scholar.google.com/scholar?cites=2196882833801536926&as_sdt=2005&sciodt=0,5&hl=en&num=20",2196882833801536926,4.0,"https://scholar.google.com/scholar?cluster=2196882833801536926&hl=en&num=20&as_sdt=0,5&as_vis=1",2196882833801536926,PDF,researchgate.net,https://www.researchgate.net/profile/Faramarz-Bagherzadeh-2/publication/354293139_Prediction_of_energy_consumption_and_evaluation_of_affecting_factors_in_a_full-scale_WWTP_using_a_machine_learning_approach/links/61344e492b40ec7d8be69470/Prediction-of-energy-consumption-and-evaluation-of-affecting-factors-in-a-full-scale-WWTP-using-a-machine-learning-approach.pdf
1,15,,Comparison of machine learning algorithms for the power consumption prediction:-case study of tetouan city–,https://ieeexplore.ieee.org/abstract/document/8703007/,gCIQNH4OZLoJ,"A Salam, A El Hibaoui - … Renewable and Sustainable Energy …, 2018 - ieeexplore.ieee.org","… used in prediction. The goal of our study is to predict the electricity power consumption every … To this end, we will compare different types of machine learning models that recently have …",25.0,"https://scholar.google.com/scholar?cites=13430875923927802496&as_sdt=2005&sciodt=0,5&hl=en&num=20",13430875923927802496,,{},{},,,
1,16,,Machine learning modeling for energy consumption of residential and commercial sectors,https://www.mdpi.com/847646,IhQJZVCMtkgJ,"SA Nabavi, A Aslani, MA Zaidan, M Zandi… - Energies, 2020 - mdpi.com","… price, electricity price, and renewable energy share in final energy consumption; we developed three machine learning models to forecast energy consumption by 2040. The methods …",16.0,"https://scholar.google.com/scholar?cites=5239529493412516898&as_sdt=2005&sciodt=0,5&hl=en&num=20",5239529493412516898,15.0,"https://scholar.google.com/scholar?cluster=5239529493412516898&hl=en&num=20&as_sdt=0,5&as_vis=1",5239529493412516898,PDF,mdpi.com,https://www.mdpi.com/1996-1073/13/19/5171/pdf
1,17,,Machine learning for prediction of energy in wheat production,https://www.mdpi.com/876112,bciMnvQ0jrUJ,"A Mostafaeipour, MB Fakhrzad, S Gharaat, M Jahangiri… - Agriculture, 2020 - mdpi.com",… prediction models to influence food security policies. This research aims to predict and reduce the amount of energy consumption … a novel prediction method based on consumed energy …,23.0,"https://scholar.google.com/scholar?cites=13082452192794560621&as_sdt=2005&sciodt=0,5&hl=en&num=20",13082452192794560621,12.0,"https://scholar.google.com/scholar?cluster=13082452192794560621&hl=en&num=20&as_sdt=0,5&as_vis=1",13082452192794560621,PDF,mdpi.com,https://www.mdpi.com/2077-0472/10/11/517/pdf
