page_number,position,result_type,title,link,result_id,publication_info_summary,snippet,cited_by_count,cited_by_link,cited_by_id,total_versions,all_versions_link,all_versions_id,file_format,file_title,file_link
1,1,,Predicting residential energy consumption using CNN-LSTM neural networks,https://www.sciencedirect.com/science/article/pii/S0360544219311223,HYv-kIfSt-oJ,"TY Kim, SB Cho - Energy, 2019 - Elsevier","… the energy consumption in advance for stable power supply. In this paper, we propose a CNN-… to effectively predict the housing energy consumption. Experiments have shown that the …",775.0,"https://scholar.google.com/scholar?cites=16913218405308205853&as_sdt=40005&sciodt=0,10&hl=en&num=20",16913218405308205853,9.0,"https://scholar.google.com/scholar?cluster=16913218405308205853&hl=en&num=20&as_sdt=0,10&as_vis=1",16913218405308205853,PDF,yonsei.ac.kr,http://sclab.yonsei.ac.kr/publications/Papers/IJ/2019_Energy_TYK.pdf
1,2,,Improving electric energy consumption prediction using CNN and Bi-LSTM,https://www.mdpi.com/550016,iRVhl0w5jNgJ,"T Le, MT Vo, B Vo, E Hwang, S Rho, SW Baik - Applied Sciences, 2019 - mdpi.com",… an efficient model namely CNN-LSTM using the combination of CNN and LSTM for stably predicting electric energy consumption on IHEPC dataset. The CNN-LSTM method in this …,156.0,"https://scholar.google.com/scholar?cites=15603909810051945865&as_sdt=40005&sciodt=0,10&hl=en&num=20",15603909810051945865,8.0,"https://scholar.google.com/scholar?cluster=15603909810051945865&hl=en&num=20&as_sdt=0,10&as_vis=1",15603909810051945865,PDF,mdpi.com,https://www.mdpi.com/2076-3417/9/20/4237/pdf
1,3,,Short-term prediction of residential power energy consumption via CNN and multi-layer bi-directional LSTM networks,https://ieeexplore.ieee.org/abstract/document/8945363/,OHp2hQ_fZLoJ,"FUM Ullah, A Ullah, IU Haq, S Rho, SW Baik - IEEE Access, 2019 - ieeexplore.ieee.org","… , we add several CNN layers for feature extraction. 3. We propose a M-BDLSTM sequential learning method that obtains CNN features and efficiently predicts the power consumption. M-…",102.0,"https://scholar.google.com/scholar?cites=13431105246482299448&as_sdt=40005&sciodt=0,10&hl=en&num=20",13431105246482299448,2.0,"https://scholar.google.com/scholar?cluster=13431105246482299448&hl=en&num=20&as_sdt=0,10&as_vis=1",13431105246482299448,PDF,ieee.org,https://ieeexplore.ieee.org/iel7/6287639/8948470/08945363.pdf
1,4,,Predicting the household power consumption using CNN-LSTM hybrid networks,https://link.springer.com/chapter/10.1007/978-3-030-03493-1_50,Dfw9MC4OcdwJ,"TY Kim, SB Cho - Intelligent Data Engineering and Automated Learning …, 2018 - Springer","… In particular, we can see how the power consumption input changes through the CNN layer. The … power consumption dataset. Figure 6 shows the outputs of the CNN-LSTM layers. Each …",51.0,"https://scholar.google.com/scholar?cites=15884492952253103117&as_sdt=40005&sciodt=0,10&hl=en&num=20",15884492952253103117,3.0,"https://scholar.google.com/scholar?cluster=15884492952253103117&hl=en&num=20&as_sdt=0,10&as_vis=1",15884492952253103117,,,
1,5,,Particle swarm optimization-based CNN-LSTM networks for forecasting energy consumption,https://ieeexplore.ieee.org/abstract/document/8789968/,ZfhX6u6r5pEJ,"TY Kim, SB Cho - 2019 IEEE congress on evolutionary …, 2019 - ieeexplore.ieee.org",… the household power consumption data in the UCI repository. The proposed PSO-based CNN-… achieves nearly perfect prediction performance for energy prediction. It also achieves the …,46.0,"https://scholar.google.com/scholar?cites=10513279422765201509&as_sdt=40005&sciodt=0,10&hl=en&num=20",10513279422765201509,4.0,"https://scholar.google.com/scholar?cluster=10513279422765201509&hl=en&num=20&as_sdt=0,10&as_vis=1",10513279422765201509,PDF,yonsei.ac.kr,http://sclab.yonsei.ac.kr/publications/Papers/IC/2019_CEC_TYK.pdf
1,6,,Domain fusion CNN-LSTM for short-term power consumption forecasting,https://ieeexplore.ieee.org/abstract/document/9229086/,cZvfqD-GP1QJ,"X Shao, C Pu, Y Zhang, CS Kim - IEEE Access, 2020 - ieeexplore.ieee.org","… To overcome the above two shortcomings, this paper presents one novel domain fusion deep model for short-term power consumption forecasting based on a cascading CNN-LSTM …",32.0,"https://scholar.google.com/scholar?cites=6070718430693006193&as_sdt=40005&sciodt=0,10&hl=en&num=20",6070718430693006193,4.0,"https://scholar.google.com/scholar?cluster=6070718430693006193&hl=en&num=20&as_sdt=0,10&as_vis=1",6070718430693006193,PDF,ieee.org,https://ieeexplore.ieee.org/iel7/6287639/8948470/09229086.pdf
1,7,,DB-Net: A novel dilated CNN based multi-step forecasting model for power consumption in integrated local energy systems,https://www.sciencedirect.com/science/article/pii/S0142061521002635,2l9YIBIdXugJ,"N Khan, IU Haq, SU Khan, S Rho, MY Lee… - … Power & Energy Systems, 2021 - Elsevier","… energy is necessary with an accurate estimation to preserve it for future usage. In the electrical power generation and consumption … and to control the loss of energy. Although, building-…",55.0,"https://scholar.google.com/scholar?cites=16743852428299362266&as_sdt=40005&sciodt=0,10&hl=en&num=20",16743852428299362266,,{},{},,,
1,8,,"Short-term self consumption PV plant power production forecasts based on hybrid CNN-LSTM, ConvLSTM models",https://www.sciencedirect.com/science/article/pii/S0960148121007771,wPeSxyQrjkAJ,"A Agga, A Abbou, M Labbadi, Y El Houm - Renewable Energy, 2021 - Elsevier","… Therefore, the importance of forecasting power production for these plants is necessary. In … (CNN-LSTM and ConvLSTM) to effectively predict the power production of a self-consumption …",81.0,"https://scholar.google.com/scholar?cites=4651702902087415744&as_sdt=40005&sciodt=0,10&hl=en&num=20",4651702902087415744,4.0,"https://scholar.google.com/scholar?cluster=4651702902087415744&hl=en&num=20&as_sdt=0,10&as_vis=1",4651702902087415744,,,
1,9,,Leveraging the power of the combination of cnn and bi-directional lstm networks for aircraft engine rul estimation,https://ieeexplore.ieee.org/abstract/document/9115550/,pe3816Cajy8J,"I Remadna, SL Terrissa, R Zemouri… - 2020 Prognostics …, 2020 - ieeexplore.ieee.org",… [10] performed a similar CNN-… estimation that combines CNN with BDLSTM networks. The hybrid method attempts to boost the BDLSTM abilities for RUL prediction by integrating CNN …,22.0,"https://scholar.google.com/scholar?cites=3427127857061359013&as_sdt=40005&sciodt=0,10&hl=en&num=20",3427127857061359013,4.0,"https://scholar.google.com/scholar?cluster=3427127857061359013&hl=en&num=20&as_sdt=0,10&as_vis=1",3427127857061359013,PDF,researchgate.net,https://www.researchgate.net/profile/Ikram-Remadna/publication/342142076_Leveraging_the_Power_of_the_Combination_of_CNN_and_Bi-Directional_LSTM_Networks_for_Aircraft_Engine_RUL_Estimation/links/605b15ff92851cd8ce62313b/Leveraging-the-Power-of-the-Combination-of-CNN-and-Bi-Directional-LSTM-Networks-for-Aircraft-Engine-RUL-Estimation.pdf
1,10,,A New CNN-Based Method for Short-Term Forecasting of Electrical Energy Consumption in the Covid-19 Period: The Case of Turkey,https://ieeexplore.ieee.org/abstract/document/9720942/,Yza9E22I2XIJ,"I Atik - IEEE Access, 2022 - ieeexplore.ieee.org","… This study developed a CNN forecasting model for 1-h, 2-h, and 3-h ahead of hourly electricity consumption data between March 2020 and March 2021, a 1-year period after the first …",3.0,"https://scholar.google.com/scholar?cites=8275795792333977187&as_sdt=40005&sciodt=0,10&hl=en&num=20",8275795792333977187,3.0,"https://scholar.google.com/scholar?cluster=8275795792333977187&hl=en&num=20&as_sdt=0,10&as_vis=1",8275795792333977187,PDF,ieee.org,https://ieeexplore.ieee.org/iel7/6287639/9668973/09720942.pdf
