page_number,position,result_type,title,link,result_id,publication_info_summary,snippet,cited_by_count,cited_by_link,cited_by_id,total_versions,all_versions_link,all_versions_id,file_format,file_title,file_link
1,1,,Parallel processing in power systems computation an IEEE committee report by a task force of the computer and analytical methods subcommittee of the power …,https://asu.pure.elsevier.com/en/publications/parallel-processing-in-power-systems-computation-an-ieee-committe,e76MfVr4ffwJ,"D Tylavsky, A Bose, F Alvarado… - … on Power Systems, 1992 - asu.pure.elsevier.com","… a challenge to apply this new computation technology to solve power system problems. The … in parallel processing as applied to power system computation. As always, such projections …",169.0,"https://scholar.google.com/scholar?cites=18193971137183792763&as_sdt=20000005&sciodt=0,21&hl=en&num=20",18193971137183792763,2.0,"https://scholar.google.com/scholar?cluster=18193971137183792763&hl=en&num=20&as_sdt=0,21&as_vis=1",18193971137183792763,,,
1,2,,MaxTracker: Continuously tracking the maximum computation progress for energy harvesting ReRAM-based CNN accelerators,https://dl.acm.org/doi/abs/10.1145/3477009,_VAvLa3TQoQJ,"K Qiu, N Jao, K Zhou, Y Liu, J Sampson… - ACM Transactions on …, 2021 - dl.acm.org","… For each CNN on each power trace, we report throughput and normalized performance as shown in Figure 8. The following observations are made from the results: • Overall, …",5.0,"https://scholar.google.com/scholar?cites=9530412502210269437&as_sdt=20000005&sciodt=0,21&hl=en&num=20",9530412502210269437,3.0,"https://scholar.google.com/scholar?cluster=9530412502210269437&hl=en&num=20&as_sdt=0,21&as_vis=1",9530412502210269437,PDF,nsf.gov,https://par.nsf.gov/servlets/purl/10296301
1,3,,Accelerated Computation and Tracking of AC Optimal Power Flow Solutions Using GPUs,https://dl.acm.org/doi/abs/10.1145/3547276.3548631,Jh401MqpFOcJ,"Y Kim, K Kim - Workshop Proceedings of the 51st International …, 2022 - dl.acm.org",… of significantly accelerating the computation of solutions of tens … particularly suitable for fast tracking of optimal solutions under … We compare its computation time and solution quality with …,4.0,"https://scholar.google.com/scholar?cites=16651120410904239654&as_sdt=20000005&sciodt=0,21&hl=en&num=20",16651120410904239654,4.0,"https://scholar.google.com/scholar?cluster=16651120410904239654&hl=en&num=20&as_sdt=0,21&as_vis=1",16651120410904239654,PDF,arxiv.org,https://arxiv.org/pdf/2110.06879
1,4,Pdf,Computation of maximum power point tracking of PV module using modified Newton Raphson technique,https://www.researchgate.net/profile/Siddhartha-Behera/publication/364699957_Computation_of_maximum_power_point_tracking_of_PV_module_using_modified_Newton_Raphson_technique/links/6357c4ed96e83c26eb527881/Computation-of-maximum-power-point-tracking-of-PV-module-using-modified-Newton-Raphson-technique.pdf,RkrLQLPJ58UJ,"S Behera, MK Sahu, T Hazra, R Behera… - … Journal of Power …, 2022 - researchgate.net",… evolved various techniques for tracking the point of maximum power and the review … tracking maximum power point so as to maximize power for particular load or to utilize the power …,,{},{},3.0,"https://scholar.google.com/scholar?cluster=14260588516815358534&hl=en&num=20&as_sdt=0,21&as_vis=1",14260588516815358534,PDF,researchgate.net,https://www.researchgate.net/profile/Siddhartha-Behera/publication/364699957_Computation_of_maximum_power_point_tracking_of_PV_module_using_modified_Newton_Raphson_technique/links/6357c4ed96e83c26eb527881/Computation-of-maximum-power-point-tracking-of-PV-module-using-modified-Newton-Raphson-technique.pdf
1,5,Pdf,Evolutionary Computation Based Dynamic Maximum Power Point Tracking,https://www.ieice.org/nolta/symposium/archive/2017/articles/5070.pdf,y-r44AfGDiAJ,"R Akeno, T Saito - IEICE Proceedings Series, 2017 - ieice.org",… (SPSO) for maximum power point tracking in photovoltaic power generation under partial … to the voltage-versus-power characteristic of the photovoltaic power generation. Depending on …,1.0,"https://scholar.google.com/scholar?cites=2310001396029123275&as_sdt=20000005&sciodt=0,21&hl=en&num=20",2310001396029123275,3.0,"https://scholar.google.com/scholar?cluster=2310001396029123275&hl=en&num=20&as_sdt=0,21&as_vis=1",2310001396029123275,PDF,ieice.org,https://www.ieice.org/nolta/symposium/archive/2017/articles/5070.pdf
1,6,,"Space Computation Sciences Leveraging Cloud Computing, Artificial Intelligence, and Advanced Analytics to Power Innovation: A Review Report",https://i-proclaim.my/journals/index.php/apjee/article/view/519,emqBSX1YBIUJ,"T Fadziso - Asia Pacific Journal of Energy and Environment, 2018 - i-proclaim.my",… The objective of this research is to explore how space computation sciences can leverage … this report explores how space computation sciences leverage these technologies to power …,1.0,"https://scholar.google.com/scholar?cites=9584883202078632570&as_sdt=20000005&sciodt=0,21&hl=en&num=20",9584883202078632570,3.0,"https://scholar.google.com/scholar?cluster=9584883202078632570&hl=en&num=20&as_sdt=0,21&as_vis=1",9584883202078632570,PDF,i-proclaim.my,https://i-proclaim.my/journals/index.php/apjee/article/download/519/476
1,7,,Implementation Of The Viola Jones Algorithm For Face Detection And Tracking On Robots With Limited Computation Power,https://repository.ukim.mk/handle/20.500.12188/25706,Yus-foCQkzYJ,"D Bezhanovski, A Stankovski - 2022 - repository.ukim.mk",… and tracking with robots that have low processing power can … demanding in terms of computing power for devices like the … to be able to implement tracking functionality in robots that are …,,{},{},,{},{},PDF,ukim.mk,https://repository.ukim.mk/bitstream/20.500.12188/25706/1/CIIT_2022_30.pdf
1,8,,Report of the 12th Power Systems Computation Conference,https://www.sciencedirect.com/science/article/pii/S0142061597000598,NbfsjNF1bZYJ,"TS Dillon, MTC de Barros - … Journal of Electrical Power & Energy Systems, 1998 - Elsevier","… a rapid increase in computing power and development of sophisticated … , control, operation and planning of electric power systems. … in power systems computation over the last 40 years. …",,{},{},,{},{},,,
1,9,,Energy Efficient Location Tracking and Computation Offloading for Mobile Devices,https://summit.sfu.ca/item/13463,IPFA-q6JMzoJ,L Zhang - 2013 - summit.sfu.ca,"… energy efficiency through local computation, we identify the problems of traditional location tracking … The opportunities of energy-efficiency improvements by utilizing the assistance from …",,{},{},4.0,"https://scholar.google.com/scholar?cluster=4193847062627938592&hl=en&num=20&as_sdt=0,21&as_vis=1",4193847062627938592,PDF,sfu.ca,https://summit.sfu.ca/_flysystem/fedora/sfu_migrate/13463/etd7894_LZhang.pdf
1,10,Pdf,ENHANCEMENT OF GLOBAL TEMPO COMPUTATION IN BEAT TRACKING SYSTEM BASED ON TEAGER-KAISER ENERGY OPERATOR,https://dspace.vutbr.cz/bitstream/handle/11012/186702/398_eeict2019.pdf?sequence=1,CCt9WQ4w6lUJ,M Ištvánek - dspace.vutbr.cz,"… therefore the beat tracking system. The enhancement is based on the Teager-Kaiser energy operator (TKEO), which is used in pre-processing stage before the onset computation. The …",,{},{},,{},{},PDF,vutbr.cz,https://dspace.vutbr.cz/bitstream/handle/11012/186702/398_eeict2019.pdf?sequence=1
