page_number,position,result_type,title,link,result_id,publication_info_summary,snippet,cited_by_count,cited_by_link,cited_by_id,total_versions,all_versions_link,all_versions_id,file_format,file_title,file_link
1,1,,Geomechanical parameter estimation from mechanical specific energy using artificial intelligence,https://www.sciencedirect.com/science/article/pii/S0920410518311586,v2KfvYj4SL8J,"M Anemangely, A Ramezanzadeh… - Journal of Petroleum …, 2019 - Elsevier","… mechanical specific energy (MSE) to estimate geomechanical … (MLP-PSO) to estimate confined compressive strength (CCS), … , as far as the estimation of geomechanical parameters was …",38.0,"https://scholar.google.com/scholar?cites=13783539925747983039&as_sdt=5,44&sciodt=0,44&hl=en&num=20",13783539925747983039,2.0,"https://scholar.google.com/scholar?cluster=13783539925747983039&hl=en&num=20&as_sdt=0,44&as_vis=1",13783539925747983039,PDF,academia.edu,https://www.academia.edu/download/86876605/j.petrol.2018.12.05420220602-1-1l3kui2.pdf
1,2,,"Use of artificial intelligence for the estimation of effective moisture diffusivity, specific energy consumption, color and shrinkage in quince drying",https://onlinelibrary.wiley.com/doi/abs/10.1111/jfpe.13358,9dM8Blb3hHEJ,"E Taghinezhad, M Kaveh… - Journal of Food …, 2020 - Wiley Online Library","… power levels of 100, 200, and 300 W, air temperatures of 40, 55, and 70C, and air velocities of 0.5, 1, and 1.5 m/s. Nevertheless, three artificial intelligence … , microwave power, and air …",47.0,"https://scholar.google.com/scholar?cites=8179934772055561205&as_sdt=5,44&sciodt=0,44&hl=en&num=20",8179934772055561205,5.0,"https://scholar.google.com/scholar?cluster=8179934772055561205&hl=en&num=20&as_sdt=0,44&as_vis=1",8179934772055561205,PDF,researchgate.net,https://www.researchgate.net/profile/Iman-Golpour/publication/338376614_Use_of_artificial_intelligence_for_the_estimation_of_effective_moisture_diffusivity_specific_energy_consumption_color_and_shrinkage_in_quince_drying/links/5e16f4e1a6fdcc2837635884/Use-of-artificial-intelligence-for-the-estimation-of-effective-moisture-diffusivity-specific-energy-consumption-color-and-shrinkage-in-quince-drying.pdf
1,3,,Artificial intelligence based power consumption estimation of two-phase brushless DC motor according to FEA parametric simulation,https://www.sciencedirect.com/science/article/pii/S0263224120300907,XjFOp6iP7oEJ,"K Sabanci - Measurement, 2020 - Elsevier",… Vector Machine (SVM) are used to estimate power consumption of Brushless DC motor in … ) of the Artificial Intelligence Techniques (AITs) are calculated for motor input power estimation. …,17.0,"https://scholar.google.com/scholar?cites=9362578629874037086&as_sdt=5,44&sciodt=0,44&hl=en&num=20",9362578629874037086,2.0,"https://scholar.google.com/scholar?cluster=9362578629874037086&hl=en&num=20&as_sdt=0,44&as_vis=1",9362578629874037086,,,
1,4,,Measuring explainability and trustworthiness of power quality disturbances classifiers using XAI—Explainable artificial intelligence,https://ieeexplore.ieee.org/abstract/document/9609672/,v_qCSGZzDJMJ,"R Machlev, M Perl, J Belikov, KY Levy… - IEEE Transactions on …, 2021 - ieeexplore.ieee.org","… Nevertheless, a possible problem is that power experts may … PQD classifiers, using explainable artificial intelligence (XAI). … an evaluation process to measure the explainability score for …",21.0,"https://scholar.google.com/scholar?cites=10595970906436336319&as_sdt=5,44&sciodt=0,44&hl=en&num=20",10595970906436336319,,{},{},,,
1,5,,A comparison of prediction and forecasting artificial intelligence models to estimate the future energy demand in a district heating system,https://www.sciencedirect.com/science/article/pii/S0360544223000555,RaoKGPT-oekJ,"J Runge, E Saloux - Energy, 2023 - Elsevier",… energy demand in buildings and districts is a vital component towards the optimization of energy use … This paper explores artificial intelligence approaches applied to estimate the future …,1.0,"https://scholar.google.com/scholar?cites=16835017206416452165&as_sdt=5,44&sciodt=0,44&hl=en&num=20",16835017206416452165,,{},{},,,
1,6,,An Electrical–Thermal Coupling Model with Artificial Intelligence for State of Charge and Residual Available Energy Co-Estimation of LiFePO4 Battery System under …,https://www.mdpi.com/2313-0105/8/10/140,A9Vas4uc4r0J,"S Mao, M Han, X Han, L Lu, X Feng, A Su, D Wang… - Batteries, 2022 - mdpi.com","… artificial intelligence-based electrical–thermal coupling battery model, presents an application-oriented procedure to estimate … based on artificial intelligence is proposed to estimate …",3.0,"https://scholar.google.com/scholar?cites=13682670741728449795&as_sdt=5,44&sciodt=0,44&hl=en&num=20",13682670741728449795,2.0,"https://scholar.google.com/scholar?cluster=13682670741728449795&hl=en&num=20&as_sdt=0,44&as_vis=1",13682670741728449795,PDF,mdpi.com,https://www.mdpi.com/2313-0105/8/10/140/pdf
1,7,,Artificial intelligence approaches to estimate the transport energy demand in Turkey,https://link.springer.com/article/10.1007/s13369-020-05108-y,xZhm9hLAQSkJ,"MS Turgut, U Eliiyi, OE Turgut, E Öner… - Arabian Journal for …, 2021 - Springer","… In the next step, artificial intelligence methods are used for the estimation of future transport energy demand rates. The comparison of the estimates resulted from the artificial intelligence …",4.0,"https://scholar.google.com/scholar?cites=2972868416717101253&as_sdt=5,44&sciodt=0,44&hl=en&num=20",2972868416717101253,3.0,"https://scholar.google.com/scholar?cluster=2972868416717101253&hl=en&num=20&as_sdt=0,44&as_vis=1",2972868416717101253,,,
1,8,,A Comprehensive Review of Harmonic Issues and Estimation Techniques in Power System Networks Based on Traditional and Artificial Intelligence/Machine …,https://ieeexplore.ieee.org/abstract/document/10078390/,dtDjyMZJn-cJ,"A Taghvaie, T Warnakulasuriya, D Kumar, F Zare… - IEEE …, 2023 - ieeexplore.ieee.org","… to Artificial Intelligence technologies for harmonic estimation in distribution networks. Although the power … traditional harmonic estimation methods, by utilizing Artificial Intelligence, these …",,{},{},3.0,"https://scholar.google.com/scholar?cluster=16690139862181073014&hl=en&num=20&as_sdt=0,44&as_vis=1",16690139862181073014,PDF,ieee.org,https://ieeexplore.ieee.org/iel7/6287639/6514899/10078390.pdf
1,9,,Comparison of artificial intelligence techniques for energy consumption estimation,https://ieeexplore.ieee.org/abstract/document/7771702/,_lUJOw3s58QJ,"OA Olanrewaju, C Mbohwa - … IEEE Electrical Power and Energy …, 2016 - ieeexplore.ieee.org",… artificial intelligence techniques to estimate energy consumption for the Canadian manufacturing industry. The focus of the paper is on how to make estimation of energy … with energy …,4.0,"https://scholar.google.com/scholar?cites=14188568692623234558&as_sdt=5,44&sciodt=0,44&hl=en&num=20",14188568692623234558,2.0,"https://scholar.google.com/scholar?cluster=14188568692623234558&hl=en&num=20&as_sdt=0,44&as_vis=1",14188568692623234558,PDF,researchgate.net,https://www.researchgate.net/profile/Oludolapo-Olanrewaju-4/publication/311530765_Comparison_of_artificial_intelligence_techniques_for_energy_consumption_estimation/links/5f80c039a6fdccfd7b55363b/Comparison-of-artificial-intelligence-techniques-for-energy-consumption-estimation.pdf
1,10,,Measuring and Assessing the Resource and Energy Efficiency of Artificial Intelligence of Things Devices and Algorithms,https://link.springer.com/chapter/10.1007/978-3-031-18311-9_11,Av5eHlLc1XMJ,"A Guldner, J Murach - Advances and New Trends in Environmental …, 2022 - Springer","… In this paper, we measure and analyze the energy demand of three different scenarios along the life cycle (OS, AI-algorithms, use-case). We used the WG to execute each scenario 10 …",1.0,"https://scholar.google.com/scholar?cites=8346819729656053250&as_sdt=5,44&sciodt=0,44&hl=en&num=20",8346819729656053250,4.0,"https://scholar.google.com/scholar?cluster=8346819729656053250&hl=en&num=20&as_sdt=0,44&as_vis=1",8346819729656053250,,,
1,11,,A best-estimate paradigm for diagnosis of multiple failure transients in nuclear power plants using artificial intelligence,https://www.tandfonline.com/doi/abs/10.13182/NT90-A34454,9dDj0dvIVWoJ,"RP Martin, B Nassersharif - Nuclear technology, 1990 - Taylor & Francis",A paradigm for best-estimate diagnosis of reactor transients has been developed. The theoretical approach is based on a modified assumption-based truth maintenance system (ATMS)…,4.0,"https://scholar.google.com/scholar?cites=7662251187485528309&as_sdt=5,44&sciodt=0,44&hl=en&num=20",7662251187485528309,7.0,"https://scholar.google.com/scholar?cluster=7662251187485528309&hl=en&num=20&as_sdt=0,44&as_vis=1",7662251187485528309,PDF,academia.edu,https://www.academia.edu/download/86770505/NT90-A3445420220531-1-1l6m5fh.pdf
1,12,,Estimation of Power Generation and Consumption based on eXplainable Artificial Intelligence,https://ieeexplore.ieee.org/abstract/document/10079678/,Xt5kMnR7JTUJ,"SH Shin, HS Yang - 2023 25th International Conference on …, 2023 - ieeexplore.ieee.org","… artificial intelligence technology. In this paper, we develop a PV power generation and power … using an explainable artificial intelligence model that increases the energy efficiency inside …",,{},{},3.0,"https://scholar.google.com/scholar?cluster=3829602797140368990&hl=en&num=20&as_sdt=0,44&as_vis=1",3829602797140368990,PDF,icact.org,https://icact.org/upload/2023/0158/20230158_biography.pdf
1,13,,A Comparative Analysis of Artificial Intelligence and Machine learning Approach to Estimate Currents in Electrical Power Transmission Lines,https://uwjst.org.pk/index.php/uwjst/article/view/71,WaFFdMz4q7EJ,"H Javed, MS Pansota, HA Khan… - University of Wah Journal …, 2022 - uwjst.org.pk","… artificial intelligence is suggested in this work. On the collected data from high voltage power … run, and current estimation is computed using an artificial intelligence network method. The …",,{},{},2.0,"https://scholar.google.com/scholar?cluster=12802599922738504025&hl=en&num=20&as_sdt=0,44&as_vis=1",12802599922738504025,PDF,uwjst.org.pk,https://uwjst.org.pk/index.php/uwjst/article/download/71/44
1,14,,An Artificial Intelligence System Based Power Estimation Method for CMOS VLSI Circuits,https://www.taylorfrancis.com/chapters/edit/10.1201/9780367854737-1/artificial-intelligence-system-based-power-estimation-method-cmos-vlsi-circuits-govindaraj-vellingiri-ramesh-jayabalan,OpKlxPxkf6UJ,"G Vellingiri, R Jayabalan - Artificial Intelligence Trends for Data …, 2020 - taylorfrancis.com",… to estimate the average power consumption during the design phase. This chapter explains how to employ artificial intelligence … the capability to accurately estimate power for the CMOS …,,{},{},2.0,"https://scholar.google.com/scholar?cluster=11925361375094084154&hl=en&num=20&as_sdt=0,44&as_vis=1",11925361375094084154,,,
1,15,,The application of Artificial Intelligence in Power System State Estimation with Intelligent Materials,https://www.scientific.net/AMR.485.131,2aSa1SjPwE4J,"YJ Liu, FW Wang - Advanced Materials Research, 2012 - Trans Tech Publ",… Artificial intelligence techniques are being applied to a wide range of practical problems in power … Artificial intelligence techniques have been applied in power system applications. This …,1.0,"https://scholar.google.com/scholar?cites=5674763304776148185&as_sdt=5,44&sciodt=0,44&hl=en&num=20",5674763304776148185,,{},{},,,
1,16,,Coal Energy Management Estimation System Based on Artificial Intelligence Algorithm,https://link.springer.com/chapter/10.1007/978-3-031-29097-8_13,liRgsJGNhb0J,"Y Zheng - Tenth International Conference on Applications and …, 2023 - Springer","… The purpose of this paper is to study the coal energy management estimation system based on artificial intelligence algorithm. On the basis of artificial intelligence algorithm, this paper …",,{},{},,{},{},,,
1,17,,"Novel Magnetic Coil Structure, Beam Steering and Artificial Intelligence-Based Coupling Coefficient Estimation for Efficient High Power Wireless Power Transfer …",https://search.proquest.com/openview/b72354ca8b6e8ff2b465c8a9f166d648/1?pq-origsite=gscholar&cbl=18750&diss=y,9cy-loI7eYUJ,ME Bima - 2021 - search.proquest.com,"… ] to estimate the coupling coefficient. In this research, the input power is fixed to a certain value thereby providing the receiver with information that could be used in the estimation. Also, …",,{},{},,{},{},,,
