page_number,position,result_type,title,link,result_id,publication_info_summary,snippet,cited_by_count,cited_by_link,cited_by_id,total_versions,all_versions_link,all_versions_id,file_format,file_title,file_link
35,1,Html,… Machine Learning in Steel Process Engineering: Using Supervised Machine Learning Models to Predict the Electrical Energy Consumption of Electric Arc …,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1531872,jIESU2VYZX4J,L Carlsson - 2021 - diva-portal.org,"… In recent years, Machine Learning (ML) has emerged as a … is the prediction of the Electrical Energy (EE) consumption of … accurately model the EE consumption using physical modeling. …",,{},{},,{},{},HTML,diva-portal.org,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1531872
35,2,,"Improving LULUCF carbon emissions/removals estimates for Flanders, Belgium, through high-resolution prediction of land use based on a machine learning …",https://meetingorganizer.copernicus.org/EGU23/EGU23-9861.html,0z6lC0jUgrQJ,"E Van De Vijver, D Luts, J Pieters, K Cockx… - 2023 - meetingorganizer.copernicus.org","… machine learning approach to integrate four more detailed data sources available for Flanders in order to predict … In a first test, a prediction accuracy of approximately 90% was achieved…",,{},{},2.0,"https://scholar.google.com/scholar?cluster=13007192079697526483&hl=en&num=20&as_sdt=0,5&as_vis=1",13007192079697526483,,,
35,3,,"… WATER CONSUMPTION AND WITHDRAWAL FROM POWER PLANTS GLOBALLYUsing machine learning, remote sensing and power plant data from the Power …",https://ui.adsabs.harvard.edu/abs/2017AGUFMIN53C..01K/abstract,jySj2Hb2SgUJ,"A Kressig - AGU Fall Meeting Abstracts, 2017 - ui.adsabs.harvard.edu",… But WRI's Power Watch provides the necessary data to allow for the Scope 2 Water … withdrawal and consumption rates associated with purchased electricity at the power plant level. By …,,{},{},2.0,"https://scholar.google.com/scholar?cluster=381388108767372431&hl=en&num=20&as_sdt=0,5&as_vis=1",381388108767372431,,,
35,4,,P3431 Machine learning applied to energy waveform ECG for prediction of subclinical myocardial dysfunction,https://academic.oup.com/eurheartj/article-abstract/40/Supplement_1/ehz745.0305/5596612,_2Hou0kS1pgJ,"E Potter, Y Liu, S Teo, M Inouye… - European Heart …, 2019 - academic.oup.com","… Using machine learning, we investigated whether ewECG could predict sLVD in community … A gradient boosting algorithm (supervised machine learning) with regularisation was …",,{},{},2.0,"https://scholar.google.com/scholar?cluster=11013010046675608063&hl=en&num=20&as_sdt=0,5&as_vis=1",11013010046675608063,,,
35,5,Pdf,Predicting Energy and Water Consumption on Dairy Farms Through Statistical Analysis and Machine-Learning Methods,https://www.researchgate.net/profile/Philip-Shine/publication/360727414_Predicting_energy_and_water_consumption_on_dairy_farms_through_statistical_analysis_and_machine-learning_methods/links/628780e239fa2170316071a2/Predicting-energy-and-water-consumption-on-dairy-farms-through-statistical-analysis-and-machine-learning-methods.pdf,3H9mfzWfKOsJ,P Shine - 2018 - researchgate.net,… of empirical prediction models for dairy farm electricity and direct … consumption using statistical and machinelearning methods. Machine-learning models can offer adequate prediction …,,{},{},2.0,"https://scholar.google.com/scholar?cluster=16944968650100998108&hl=en&num=20&as_sdt=0,5&as_vis=1",16944968650100998108,PDF,researchgate.net,https://www.researchgate.net/profile/Philip-Shine/publication/360727414_Predicting_energy_and_water_consumption_on_dairy_farms_through_statistical_analysis_and_machine-learning_methods/links/628780e239fa2170316071a2/Predicting-energy-and-water-consumption-on-dairy-farms-through-statistical-analysis-and-machine-learning-methods.pdf
35,6,,Temperature prediction for energy optimization in data centers by machine learning approaches,https://www.ieice.org/ken/paper/20150302eBYK/eng/,9UoFlwH4r2UJ,"K Hashimoto, Y Tarutani, G Hasegawa… - IEICE Technical Report; …, 2015 - ieice.org",… a temperature prediction method for energy optimization in data centers by machine learning … distributions at several minutes future by machine learning approaches. We evaluate the …,,{},{},,{},{},,,
35,7,,Using Machine Learning Models to Predict Higher-Level Quantities from Energy Models,https://meetings.aps.org/Meeting/MAR20/Session/M39.8,GJ9lp10OBSAJ,"O Malenfant-Thuot, M Cote - Bulletin of the American Physical Society, 2020 - APS","… Machine learning methods are now used more and more as a … the advantages of using machine learning to speed up the … Energy datasets are numerous and, through the use of …",,{},{},,{},{},,,
35,8,,Energy-Efficiency Prediction of Multithreaded Workloads on Heterogeneous Composite Cores Architectures using Machine Learning Techniques,https://arxiv.org/abs/1808.01728,7PUaHrlsFTsJ,"H Sayadi - arXiv preprint arXiv:1808.01728, 2018 - arxiv.org",… approach for energy-efficiency prediction using various machine learning algorithms. We develop five machine learning-based models for estimating energy-efficiency of multithreaded …,2.0,"https://scholar.google.com/scholar?cites=4257428565078504940&as_sdt=2005&sciodt=0,5&hl=en&num=20",4257428565078504940,2.0,"https://scholar.google.com/scholar?cluster=4257428565078504940&hl=en&num=20&as_sdt=0,5&as_vis=1",4257428565078504940,PDF,arxiv.org,https://arxiv.org/pdf/1808.01728
35,9,Pdf,Development of Surrogate Models for Divertor Power Load Prediction Based on Machine Learning Techniques,https://docserv.uni-duesseldorf.de/servlets/DerivateServlet/Derivate-64607/Dissertation_Martin_Brenzke.pdf,oDV9aIUIBPUJ,"M Brenzke, S Wiesen, M Bernert, D Coster, J Jitsev… - docserv.uni-duesseldorf.de","… challenges machine learning based models for divertor power … On top of that, the machine learning models, once set up, are … Based on this data, several machine learning approaches …",,{},{},6.0,"https://scholar.google.com/scholar?cluster=17655245808275895712&hl=en&num=20&as_sdt=0,5&as_vis=1",17655245808275895712,PDF,uni-duesseldorf.de,https://docserv.uni-duesseldorf.de/servlets/DerivateServlet/Derivate-64607/Dissertation_Martin_Brenzke.pdf
35,10,,Prediction study of temperature deviations on left and right sides of power plant boiler reheaters based on regression algorithm learning machine and expert …,https://iopscience.iop.org/article/10.1088/1757-899X/892/1/012087/meta,UOPBps3tIyoJ,"Y Cui, Y Huang, X Ma, G Ma - IOP Conference Series: Materials …, 2020 - iopscience.iop.org","… as big data calculation models, machine learning theory and solution reference to provide … established to predict the temperature deviation of the left and right sides of the power plant …",,{},{},3.0,"https://scholar.google.com/scholar?cluster=3036532041299649360&hl=en&num=20&as_sdt=0,5&as_vis=1",3036532041299649360,PDF,iop.org,https://iopscience.iop.org/article/10.1088/1757-899X/892/1/012087/pdf
35,11,Html,Machine Learning–Driven Deduction Prediction Methodology for Power Grid Infrastructure Investment and Planning,https://www.frontiersin.org/articles/10.3389/fenrg.2022.893492/full,UaJ5DZ-5Nj0J,"Y Wu, X Li, L Zhang, C Liu, W Zhao… - Frontiers in Energy …, 2022 - frontiersin.org","… This article brings some views on the deduction prediction methodology of power grid … neural network is used for prediction. To predict the construction period of a power grid project, we …",3.0,"https://scholar.google.com/scholar?cites=4410916977832993361&as_sdt=2005&sciodt=0,5&hl=en&num=20",4410916977832993361,,{},{},HTML,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fenrg.2022.893492/full
35,12,Pdf,Optimal Hardware Parameters Prediction for Best Energy-to-Solution of Sparse Matrix Operations Using Machine Learning Techniques,https://www.researchgate.net/profile/Ondrej-Vysocky/publication/335652093_Optimal_Hardware_Parameters_Prediction_for_Best_Energy-to-Solution_of_Sparse_Matrix_Operations_Using_Machine_Learning_Techniques/links/5d71faa64585151ee4a0d67b/Optimal-Hardware-Parameters-Prediction-for-Best-Energy-to-Solution-of-Sparse-Matrix-Operations-Using-Machine-Learning-Techniques.pdf,dLZCs5QQFHMJ,"V Nikl, O Vysocky, L Riha, J Zapletal - researchgate.net","… trix, the goal is to successfully predict the optimal hardware parameters in terms of the best energy-to-solution and also the energy consumption itself. This paper focuses mainly on …",,{},{},,{},{},PDF,researchgate.net,https://www.researchgate.net/profile/Ondrej-Vysocky/publication/335652093_Optimal_Hardware_Parameters_Prediction_for_Best_Energy-to-Solution_of_Sparse_Matrix_Operations_Using_Machine_Learning_Techniques/links/5d71faa64585151ee4a0d67b/Optimal-Hardware-Parameters-Prediction-for-Best-Energy-to-Solution-of-Sparse-Matrix-Operations-Using-Machine-Learning-Techniques.pdf
35,13,,Combining Machine Learning Analysis and Incentive-Based Genetic Algorithms to Optimise Energy District Renewable Self-Consumption in Demand-Response …,https://www.scipedia.com/public/Ziu_et_al_2020a,w6hwnvT6jmgJ,"DZ Ziu, VC Croce, MV Verber, GR Raveduto - 2020 - scipedia.com","… In this paper, we propose a methodology that combines machine learning … energy district&rsquo s flexibility with the objective of reducing peak consumption and avoiding reverse power …",,{},{},,{},{},,,
